"ID","Subject","Message","Day","Month","Year","AddedBy","DateAdded","propertyCode"
42,"Update 2.5.2 for SW","",3,4,2007,"",2007-04-20 12:31:42,"60HTA"
43,"Update 2.5.2 for SW","",10,4,2007,"",2007-04-20 12:31:48,"60HTA"
44,"Update 2.5.2 for SW","",17,4,2007,"",2007-04-20 12:31:53,"60HTA"
46,"Update employee info for SW","",16,4,2007,"",2007-04-20 12:32:25,"60HTA"
47,"Bonus workbook to SW (Feb)","",15,4,2007,"",2007-04-20 12:32:49,"60HTA"
48,"Lease renewals to SW (JULY)","",18,4,2007,"",2007-04-20 12:33:08,"60HTA"
49,"Safety Mtg to SW","",25,4,2007,"",2007-04-20 12:33:24,"60HTA"
50,"Lighting Insp to SW","",25,4,2007,"",2007-04-20 12:33:36,"60HTA"
52,"F101 to SG","",30,4,2007,"",2007-04-20 12:34:10,"60HTA"
55,"Begin AME preps","",23,4,2007,"",2007-04-20 12:34:42,"60HTA"
56,"Property Insp to SW","",24,4,2007,"",2007-04-20 12:35:02,"60HTA"
58,"Prep for bi-annual insp in Aug","",24,7,2007,"",2007-04-20 12:49:30,""
60,"Confirm bi-annual completion to SW & SG","",15,8,2007,"",2007-04-20 12:48:49,""
61,"Approved invoices to A/P","",9,4,2007,"",2007-04-20 12:38:35,""
62,"Approved invoices to A/P","",16,4,2007,"",2007-04-20 12:38:41,""
64,"Approved invoices to A/P","",29,4,2007,"",2007-04-20 12:38:57,""
65,"Invoices, cover, 6.5.8x2, BCL to SW","",6,4,2007,"",2007-04-20 12:39:19,""
66,"Invoices, cover, 6.5.8x2, BCL to SW","",13,4,2007,"",2007-04-20 12:39:26,""
68,"Invoices, cover, 6.5.8x2, BCL to SW","",27,4,2007,"",2007-04-20 12:39:38,""
69,"Gather timecards","",4,4,2007,"",2007-04-20 12:39:47,""
70,"Gather timecards","",18,4,2007,"",2007-04-20 12:39:56,""
72,"Payroll by 10","",19,4,2007,"",2007-04-20 12:40:12,""
73,"Assess F106 for weekend","",5,4,2007,"",2007-04-20 12:40:29,""
74,"Assess F106 for weekend","",12,4,2007,"",2007-04-20 12:40:36,""
76,"Assess F106 for weekend","",26,4,2007,"",2007-04-20 12:40:49,""
77,"Prop Insp to SW","",9,4,2007,"",2007-04-20 12:41:06,""
78,"Prop Insp to SW","",24,4,2007,"",2007-04-20 12:41:22,""
79,"Safety Meeting to SW","",25,4,2007,"",2007-04-20 12:42:50,""
80,"Lighting Insp to SW","",25,4,2007,"",2007-04-20 12:43:26,""
81,"Lease renewals for July to SW","",18,4,2007,"",2007-04-20 12:43:42,""
83,"Bonus wkbk to SW (Mar)","",16,4,2007,"",2007-04-20 12:44:18,""
85,"Bal ltrs to residents","",17,4,2007,"",2007-04-20 12:44:41,""
86,"Bal ltrs to residents","",24,4,2007,"",2007-04-20 12:44:49,""
87,"Bal ltrs to residents","",4,4,2007,"",2007-04-20 12:44:58,""
88,"3-day notices","",4,4,2007,"",2007-04-20 12:45:08,""
90,"RUBS upload","",1,4,2007,"",2007-04-20 12:45:28,""
91,"Market survey, variance, Mar MSR due","",6,4,2007,"",2007-04-20 12:45:53,""
95,"Weekly & 1.7.2 by 6","",22,4,2007,"",2007-04-20 12:46:33,""
96,"Weekly & 1.7.2 by 6","",29,4,2007,"",2007-04-20 12:46:44,""
98,"Review legal with SW","",17,4,2007,"",2007-04-20 12:47:49,""
99,"Confirm completion of biannual insp to SW and SG","",15,6,2007,"",2007-04-20 12:50:17,""
100,"Inspections this week","",11,6,2007,"",2007-04-20 12:50:28,""
113,"","",25,5,2007,"",2007-04-24 21:52:55,""
102,"Maintenance Tech Vacation","",26,4,2007,"",2007-04-23 11:01:22,"61MBA"
106,"","ALICE OUT 4/25-4/27CPA",25,4,2007,"",2007-04-24 19:44:42,""
108,"","",25,4,2007,"",2007-04-24 19:47:14,""
109,"war report,172 report","",7,5,2007,"",2007-04-24 21:52:12,""
110,"a/p draw to Theresa,Heather","",1,5,2007,"",2007-04-24 21:50:06,""
117,"AME","",31,5,2007,"",2007-04-24 21:56:23,""
119,"war report . 172 report","",28,5,2007,"",2007-04-24 21:57:14,""
121,"","Weekly & 172 due by 9:30",2,4,2007,"",2007-04-25 11:28:59,"49VMV"
122,"","Weekly & 172 due by 9:30",9,4,2007,"",2007-04-25 11:29:06,"49VMV"
123,"Weekly & 172 due by 9:30","",16,4,2007,"",2007-04-25 11:29:15,"49VMV"
125,"Weekly & 172 due by 9:30","",9,4,2007,"",2007-04-25 11:29:43,"49VMV"
127,"Weekly & 172 due by 9:30","",23,4,2007,"",2007-04-25 11:29:54,"49VMV"
130,"Propety inspection & staff meeting ","",10,4,2007,"",2007-04-25 11:30:39,"49VMV"
131,"Propety inspection & staff meeting ","",17,4,2007,"",2007-04-25 11:30:43,"49VMV"
132,"Propety inspection & staff meeting ","",24,4,2007,"",2007-04-25 11:30:48,"49VMV"
135,"file for evictions","",16,4,2007,"",2007-04-25 11:34:12,"49VMV"
136,"ame","",30,4,2007,"",2007-04-25 11:34:35,"49VMV"
140,"Team meeting/9-10","",4,5,2007,"",2007-04-26 23:13:13,"14FAR"
141,"Team meeting/ 9-10","",11,5,2007,"",2007-04-26 23:13:28,"14FAR"
142,"Team meeting/ 9-10","",18,5,2007,"",2007-04-26 23:13:41,"14FAR"
143,"Team meeting/ 9-10","",25,5,2007,"",2007-04-26 23:13:59,"14FAR"
144,"Meeting each morning/ 9-9:30","",1,5,2007,"",2007-04-26 23:14:22,"14FAR"
145,"Everyday team meeting/9-9:15","",7,5,2007,"",2007-04-26 23:15:03,"14FAR"
148,"Amy off","requested switch days 03/07",15,7,2007,"",2007-04-26 23:17:18,"14FAR"
149,"Everyday team meeting/9-9:15","Per Mr. Stamper",21,5,2007,"",2007-04-26 23:18:05,"14FAR"
150,"MSR due","",8,5,2007,"",2007-04-27 12:09:17,"14FAR"
151,"bi-monthly inspection due","",8,5,2007,"",2007-04-27 12:09:41,"14FAR"
153,"Bill upload","",7,5,2007,"",2007-04-27 12:10:30,"14FAR"
155,"bill upload","",21,5,2007,"",2007-04-27 12:10:52,"14FAR"
156,"Cap-X cut off / 20500-25395","",25,5,2007,"",2007-04-27 12:13:16,"14FAR"
159,"Mike and Mark Review Accacia PM checklist","",29,5,2007,"",2007-05-02 11:04:22,"14FAR"
160,"Mark Out 2PM","",4,5,2007,"",2007-05-02 11:05:07,"14FAR"
163,"Payroll to Mike","",16,5,2007,"",2007-05-02 11:07:37,"14FAR"
165,"Leasing Class 10:30-3PM ","",23,5,2007,"",2007-05-03 09:11:07,"14FAR"
166,"Payroll Due to Mike by 5PM","",22,5,2007,"",2007-05-03 09:11:49,"14FAR"
171,"CA Mgr Meeting 1PM. Renters Ins 6/1","",24,5,2007,"",2007-05-03 09:14:27,"14FAR"
172,"New model delivery cort","",24,5,2007,"",2007-05-03 17:04:57,"14FAR"
178,"Market Survey Due","",13,5,2007,"",2007-05-08 12:47:41,"43CC1"
179,"Market Survey Due","",28,5,2007,"",2007-05-08 12:47:55,"43CC1"
185,"Meeting about gates","10am Meeting with Mike and Lyman",11,5,2007,"",2007-05-10 13:05:39,"69OAK"
14,"Weekly & 1.7.2 by 6","",8,4,2007,"",2007-04-20 12:25:49,"60HTA"
22,"Invoices, cover, 6.5.8 x 2, BCL to SW","",11,4,2007,"",2007-04-20 12:28:01,"60HTA"
24,"Invoices, cover, 6.5.8 x 2, BCL to SW","",25,4,2007,"",2007-04-20 12:28:13,"60HTA"
37,"Bal ltrs to Residents","",24,4,2007,"",2007-04-20 12:30:32,"60HTA"
41,"Assess 106 for weekend","",27,4,2007,"",2007-04-20 12:31:18,"60HTA"
45,"Update 2.5.2 for SW","",24,4,2007,"",2007-04-20 12:32:04,"60HTA"
51,"Rent Increase Indicator to SW","",23,4,2007,"",2007-04-20 12:33:49,"60HTA"
53,"1.7.2 final to SW","",30,4,2007,"",2007-04-20 12:34:20,"60HTA"
54,"Run AME","",30,4,2007,"",2007-04-20 12:34:29,"60HTA"
112,"","",25,5,2007,"",2007-04-24 21:52:42,""
63,"Approved invoices to A/P","",23,4,2007,"",2007-04-20 12:38:49,""
67,"Invoices, cover, 6.5.8x2, BCL to SW","",20,4,2007,"",2007-04-20 12:39:32,""
71,"Payroll by 10","",5,4,2007,"",2007-04-20 12:40:04,""
75,"Assess F106 for weekend","",19,4,2007,"",2007-04-20 12:40:42,""
82,"Update employee info for SW","",16,4,2007,"",2007-04-20 12:43:58,""
84,"Bal ltrs to residents","",10,4,2007,"",2007-04-20 12:44:34,""
94,"Weekly & 1.7.2 by 6","",15,4,2007,"",2007-04-20 12:46:23,""
97,"Rent Increase Indicator to SW","",23,4,2007,"",2007-04-20 12:47:04,""
104,"Main Tech Vacation","",26,4,2007,"",2007-04-23 11:05:04,""
115,"war report/172 report","",14,5,2007,"",2007-04-24 21:54:37,""
116,"property inspection","",25,5,2007,"",2007-04-24 21:56:09,""
120,"F-126 to trent","",16,5,2007,"",2007-04-24 21:57:37,""
124,"Weekly & 172 due by 9:30","",9,4,2007,"",2007-04-25 11:29:23,"49VMV"
189,"20-55","Picture/Letter needed for county",11,5,2007,"",2007-05-10 13:08:13,"69OAK"
190,"Direct Deposit Forms to Connie","",14,5,2007,"",2007-05-10 13:08:40,"69OAK"
236,"Leasing Traing 10:30 am fair lake","",29,5,2007,"",2007-05-21 10:17:35,"69OAK"
193,"Office Move","",25,5,2007,"",2007-05-10 13:14:28,"69OAK"
238,"","Celimar, Prescila, Amny, Sunnie, Monique",1,6,2007,"",2007-05-22 11:26:11,"14FAR"
196,"Becky OFF","",12,5,2007,"",2007-05-10 13:15:09,"69OAK"
199,"Property inspections due","",10,5,2007,"",2007-05-10 13:16:39,"69OAK"
200,"Property Inpection Due","",22,5,2007,"",2007-05-10 13:16:57,"69OAK"
201,"Mon Report","",7,5,2007,"",2007-05-10 13:17:06,"69OAK"
203,"Mon Report","",21,5,2007,"",2007-05-10 13:17:24,"69OAK"
239,"JC Dr. Appt 8am","",8,6,2007,"",2007-05-22 16:57:56,"69OAK"
205,"July lease Renewal have to go out","",17,5,2007,"",2007-05-10 13:17:54,"69OAK"
207,"Mays news letter have to be out ","",11,5,2007,"",2007-05-10 13:18:36,"69OAK"
208,"Set Up Office lines to be trnsfrd","",22,5,2007,"",2007-05-10 13:21:37,"69OAK"
211,"Weekly & 172","",21,5,2007,"",2007-05-11 14:14:23,"49VMV"
212,"Closed","",28,5,2007,"",2007-05-11 14:17:17,"49VMV"
214,"property insp. staff meeting & bills due","",8,5,2007,"",2007-05-11 14:15:19,"49VMV"
215,"property insp. staff meeting & bills due","",15,5,2007,"",2007-05-11 14:15:25,"49VMV"
218,"Court for evictions","",15,5,2007,"",2007-05-11 14:15:47,"49VMV"
219,"Janets vist","",9,5,2007,"",2007-05-11 14:16:06,"49VMV"
224,"tyrece off","",26,5,2007,"",2007-05-11 14:19:00,"49VMV"
233,"Becky Off","",26,5,2007,"",2007-05-18 12:48:26,"69OAK"
234,"Office Re-Model starts","",29,5,2007,"",2007-05-18 12:48:41,"69OAK"
240,"Market Survey Due","",25,5,2007,"",2007-05-24 18:37:37,"68SVA"
241,"Monday Report Due","",26,5,2007,"",2007-05-24 18:37:52,"68SVA"
242,"Leasing Training at Fairlake","",29,5,2007,"",2007-05-24 18:38:36,"68SVA"
244,"Monday Report Due","",2,6,2007,"",2007-05-24 18:40:45,"68SVA"
245,"Rent is Due / Distribute Newsletter","",1,6,2007,"",2007-05-24 18:41:04,"68SVA"
246,"Follow up with rent reminders","",5,6,2007,"",2007-05-24 18:41:41,"68SVA"
247,"Post three days","",6,6,2007,"",2007-05-24 18:41:52,"68SVA"
248,"Property Inspection Due","",8,6,2007,"",2007-05-24 18:42:20,"68SVA"
249,"Property Inspection Due","",22,6,2007,"",2007-05-24 18:42:37,"68SVA"
250,"Lease Renewal Letters due to Britton for review","",13,6,2007,"",2007-05-24 18:43:06,"68SVA"
251,"Post eviction warnings/Follow up phone calls","",12,6,2007,"",2007-05-24 18:43:54,"68SVA"
252,"Pay day","",8,6,2007,"",2007-05-24 18:44:20,"68SVA"
253,"Pay day","",22,6,2007,"",2007-05-24 18:52:11,"68SVA"
257,"Monday Report Due","",16,6,2007,"",2007-05-24 18:53:11,"68SVA"
258,"Monday Report Due","",23,6,2007,"",2007-05-24 18:53:22,"68SVA"
261,"Follow up with delinquency/renewals","",26,6,2007,"",2007-05-24 18:55:45,"68SVA"
263,"Property Walk/Patio Memos","",21,6,2007,"",2007-05-24 18:56:23,"68SVA"
264,"Check Accuracy of online advertising","",28,6,2007,"",2007-05-24 18:56:38,"68SVA"
265,"SODA Training","",7,6,2007,"",2007-05-24 18:56:53,"68SVA"
266,"Fee charge training","",6,6,2007,"",2007-05-24 18:57:26,"68SVA"
267,"Bills Training","",20,6,2007,"",2007-05-24 18:57:43,"68SVA"
268,"MSR training","",27,6,2007,"",2007-05-24 18:57:54,"68SVA"
269,"AME due","",31,5,2007,"",2007-05-29 17:43:16,"62SER"
270,"F101 due","Fax F101 to Stephanie G.",10,6,2007,"",2007-05-29 17:43:42,"62SER"
273,"Fax F101","Fax F101 from 1/1/07 thru 5/31/07 to Stephanie G.",10,6,2007,"",2007-05-29 17:45:21,""
274,"Bi-weekly property inspection due","Fax to Stephanie G.",10,6,2007,"",2007-05-29 17:45:40,""
275,"Montly MSR reports due","E-mail all tabs completed except MSR to Tim.",25,6,2007,"",2007-05-29 17:48:08,""
278,"Variance/MSR reports due","E-mail variance and completed MSR workbook to Tim.",7,6,2007,"",2007-05-29 17:48:59,""
279,"Bi-weekly property inspection due","Fax to Stephanie G.",25,6,2007,"",2007-05-29 17:49:30,""
280,"Market Analysis due","E-mail to Tim with MSR reports.",25,6,2007,"",2007-05-29 17:50:33,""
285,"Fax F126 to Trent H.","Fax for new move ins and renewals for May.",1,6,2007,"",2007-05-29 17:52:39,""
286,"Fax F101","Fax F101 to Stephanie G. from 1/1/07 thru 6/30/07",10,7,2007,"",2007-05-29 17:58:27,""
288,"Kelly First Day ","",4,6,2007,"",2007-05-30 11:17:39,"69OAK"
289,"Bi-monthly inspection due","",8,6,2007,"",2007-05-30 11:18:00,"69OAK"
291,"Meeting with sherman williams ","",7,6,2007,"",2007-05-30 11:18:48,"69OAK"
292,"EW go out","",18,6,2007,"",2007-05-30 11:19:07,"69OAK"
294,"save","save",12,6,2007,"",2007-05-30 18:29:51,"62SER"
295,"Ready Date","#E123 ",9,6,2007,"",2007-05-31 12:16:04,"63TIM"
296,"","#123",9,6,2007,"",2007-05-31 12:17:08,"63TIM"
297,"Pay day","",8,6,2007,"",2007-06-01 09:27:03,"14FAR"
300,"prep payroll","",27,6,2007,"",2007-06-01 09:27:36,"14FAR"
301,"fax F101 to steph start 01/01/07-current","",8,6,2007,"",2007-06-01 09:28:42,"14FAR"
303,"Bi- Monthly","",8,6,2007,"",2007-06-01 09:29:18,"14FAR"
305,"BBQ 5pm-Nates Place","",2,6,2007,"",2007-06-01 17:37:38,"69OAK"
367,"Alex on vacation","",25,7,2007,"",2007-06-22 11:37:05,"48SWA"
310,"Court 07-196 @10am","",1,6,2007,"",2007-06-01 17:39:37,"69OAK"
312,"MR","",11,6,2007,"",2007-06-01 17:39:58,"69OAK"
313,"MR","",18,6,2007,"",2007-06-01 17:40:03,"69OAK"
315,"F&A Starts Painting 4420","",4,6,2007,"",2007-06-01 17:40:29,"69OAK"
316,"HOLIDAY ","",4,7,2007,"",2007-06-01 17:41:38,"69OAK"
318,"Pay or Q(out)","",6,6,2007,"",2007-06-04 12:57:38,"69OAK"
320,"Lease Renewals worksheet due","",21,6,2007,"",2007-06-04 13:00:46,"69OAK"
323,"Payroll due by 10am","",27,6,2007,"",2007-06-04 13:01:43,"69OAK"
327,"Weekly bills Due","",7,6,2007,"",2007-06-04 13:04:03,"69OAK"
328,"Weekly Bills Due","",14,6,2007,"",2007-06-04 13:04:12,"69OAK"
331,"June News Letters have to go out/Completed","",5,6,2007,"",2007-06-04 13:06:11,"69OAK"
332,"Tue morning meeting ","",5,6,2007,"",2007-06-04 13:05:23,"69OAK"
334,"Tue morning meeting ","",19,6,2007,"",2007-06-04 13:05:37,"69OAK"
10,"Managers Meeting 8:30 A.M.","Come on time!!!!",18,4,2007,"",2007-04-18 12:01:04,"43CC1"
18,"Autobill after increasing rents","",1,4,2007,"",2007-04-20 12:26:53,"60HTA"
21,"Invoices, cover, 6.5.8 x 2, BCL to SW","",4,4,2007,"",2007-04-20 12:27:54,"60HTA"
89,"Autobill after rent increases","",1,4,2007,"",2007-04-20 12:45:19,""
92,"Weekly & 1.7.2 by 6","",1,4,2007,"",2007-04-20 12:46:10,""
93,"Weekly & 1.7.2 by 6","",8,4,2007,"",2007-04-20 12:46:17,""
105,"Susan out-Mtg","",25,4,2007,"",2007-04-23 11:06:12,""
107,"","alice",25,4,2007,"",2007-04-24 19:46:08,""
111,"property inspection","",9,5,2007,"",2007-04-24 21:52:31,""
118,"war report/172 report","",21,5,2007,"",2007-04-24 21:56:54,""
128,"Weekly & 172 due by 9:30","",30,4,2007,"",2007-04-25 11:29:59,"49VMV"
173,"brook  pick up furniture/model","",22,5,2007,"",2007-05-03 17:05:29,"14FAR"
182,"Commission Logs Due","",1,6,2007,"",2007-05-08 12:49:19,"43CC1"
198,"Start Moving Office Stuff","",18,5,2007,"",2007-05-10 13:16:05,"69OAK"
202,"Mon Report","",14,5,2007,"",2007-05-10 13:17:14,"69OAK"
206,"Eviction Warning Go out","",15,5,2007,"",2007-05-10 13:18:15,"69OAK"
210,"Weekly & 172","",14,5,2007,"",2007-05-11 14:14:18,"49VMV"
216,"property insp. staff meeting & bills due","",22,5,2007,"",2007-05-11 14:15:30,"49VMV"
220,"AME","",31,5,2007,"",2007-05-11 14:16:21,"49VMV"
222,"weekly & 172","",29,5,2007,"",2007-05-11 14:17:30,"49VMV"
231,"","a",25,5,2007,"",2007-05-16 18:23:11,"16CPA"
335,"Tue morning meeting ","",26,6,2007,"",2007-06-04 13:05:42,"69OAK"
337,"Make sure all monthly bills are in","",20,6,2007,"",2007-06-04 13:07:08,"69OAK"
338,"Alfredo Off","",2,6,2007,"",2007-06-04 13:07:24,"69OAK"
340,"Moses on call","",3,6,2007,"",2007-06-04 13:07:39,"69OAK"
341,"Buds  tree service starts work","",6,6,2007,"",2007-06-04 13:08:32,"69OAK"
342,"New landscape starts","",1,6,2007,"",2007-06-04 13:09:08,"69OAK"
345,"Moses- Update Daily report with Nate","",8,6,2007,"",2007-06-04 13:12:26,"69OAK"
346,"Moses- Update Daily report with Nate","",15,6,2007,"",2007-06-04 13:12:34,"69OAK"
348,"Moses- Update Daily report with Nate","",29,6,2007,"",2007-06-04 13:12:51,"69OAK"
351,"Trina OFF","",1,7,2007,"",2007-06-05 12:22:34,"69OAK"
353,"#07-210 L/O 06/12","",12,6,2007,"",2007-06-08 12:33:00,"69OAK"
354,"L/O #20-038","",18,6,2007,"",2007-06-12 13:09:10,"69OAK"
355,"FAX F101","",10,7,2007,"",2007-06-13 09:28:13,"68SVA"
356,"Prop Inspection Due","",9,7,2007,"",2007-06-13 09:28:35,"68SVA"
357,"Prop Inspection Due","",20,7,2007,"",2007-06-13 09:28:54,"68SVA"
358,"Elaine On Vacation","Elaine Starts vacation today",18,7,2007,"",2007-06-14 17:57:38,""
359,"Elaine Returns From Vacation","",1,8,2007,"",2007-06-14 17:59:24,""
361,"20-004 L/O","",19,6,2007,"",2007-06-15 12:04:35,"69OAK"
362,"07-043 L/O","",20,6,2007,"",2007-06-15 12:05:25,"69OAK"
363,"20-015 contact for pre M/O inspect","",29,6,2007,"",2007-06-15 16:37:04,"69OAK"
364,"20-069 L/O","",25,6,2007,"",2007-06-18 11:37:32,"69OAK"
368,"Alex on vacation","",26,7,2007,"",2007-06-22 11:37:10,"48SWA"
369,"Alex on vacation","",27,7,2007,"",2007-06-22 11:37:15,"48SWA"
372,"SY on vacation","",7,7,2007,"",2007-06-22 11:38:10,"48SWA"
371,"SY on vacation","",6,7,2007,"",2007-06-22 11:37:53,"48SWA"
373,"SY on vacation","",8,7,2007,"",2007-06-22 11:38:14,"48SWA"
374,"SY on vacation","",9,7,2007,"",2007-06-22 11:38:19,"48SWA"
377,"SY on vacation","",12,7,2007,"",2007-06-22 11:38:34,"48SWA"
382,"ALex birthday","",26,7,2007,"",2007-06-22 11:40:04,"48SWA"
384,"Resident  Appreciation Week","",24,7,2007,"",2007-06-22 11:50:00,"48SWA"
385,"Resident  Appreciation Week","",25,7,2007,"",2007-06-22 11:50:05,"48SWA"
386,"Resident  Appreciation Week","",26,7,2007,"",2007-06-22 11:50:09,"48SWA"
388,"Independence Day ","",4,7,2007,"",2007-06-22 11:59:39,"48SWA"
389,"SY to Denver","",26,6,2007,"",2007-06-22 11:53:09,"48SWA"
391,"SY to Denver","",28,6,2007,"",2007-06-22 11:53:19,"48SWA"
392,"SY to Denver","",29,6,2007,"",2007-06-22 11:53:24,"48SWA"
393,"Trina OFF","",7,7,2007,"",2007-07-05 17:05:00,"69OAK"
397,"MR","",23,7,2007,"",2007-07-05 17:05:27,"69OAK"
398,"MR","",30,7,2007,"",2007-07-05 17:05:32,"69OAK"
400,"Tammy 1st Day","",16,7,2007,"",2007-07-05 17:05:48,"69OAK"
402,"Tammy 1st day","",13,7,2007,"",2007-07-09 13:18:32,"69OAK"
403,"Trina off","",10,7,2007,"",2007-07-09 13:18:43,"69OAK"
406,"MSR report Due","",25,7,2007,"",2007-07-09 13:19:33,"69OAK"
409,"Larehsa 1st day","",1,8,2007,"",2007-07-30 16:03:39,"69OAK"
411,"PorQ","",6,8,2007,"",2007-07-30 16:04:09,"69OAK"
413,"MMR","",13,8,2007,"",2007-07-30 16:07:38,"69OAK"
415,"MMR","",27,8,2007,"",2007-07-30 16:07:49,"69OAK"
417,"Commission","",7,8,2007,"",2007-08-01 16:17:44,"69OAK"
419,"manager meeting 11am ","Fairlake",21,8,2007,"",2007-08-01 16:18:39,"69OAK"
421,"Turn Over Log Due","",28,8,2007,"",2007-08-01 16:19:31,"69OAK"
423,"CAp X draw Due","",15,8,2007,"",2007-08-01 16:20:07,"69OAK"
424,"John out","",9,8,2007,"",2007-08-10 15:51:52,"69OAK"
426,"Office Move","",17,8,2007,"",2007-08-10 15:52:40,"69OAK"
430,"10 Am meeting Pro tech","",16,8,2007,"",2007-08-16 11:20:03,"69OAK"
431,"10 Am meeting Pro tech","",16,8,2007,"",2007-08-16 11:20:18,"69OAK"
434,"JR- ASB","",23,8,2007,"",2007-08-23 13:11:57,"CORP"
437,"DV- ASB","",24,8,2007,"",2007-08-23 13:12:28,"CORP"
440,"JR- SUM","",29,8,2007,"",2007-08-23 13:13:35,"CORP"
441,"BC- HRA","",29,8,2007,"",2007-08-23 13:13:46,"CORP"
443,"BC- HRA","",31,8,2007,"",2007-08-23 13:14:03,"CORP"
444,"BC- HRA","",3,9,2007,"",2007-08-23 13:14:16,"CORP"
447,"BC- BAA","",25,9,2007,"",2007-08-23 13:14:46,"CORP"
448,"BC- BAA","",26,9,2007,"",2007-08-23 13:14:56,"CORP"
449,"BC- OFF","",27,9,2007,"",2007-09-26 14:43:06,"CORP"
450,"BC- ASB","",5,9,2007,"",2007-09-04 12:31:07,"CORP"
451,"BC- BAA","",28,9,2007,"",2007-08-23 13:15:29,"CORP"
453,"DV- ASB","",28,8,2007,"",2007-08-23 13:15:55,"CORP"
456,"DV- ASB","",31,8,2007,"",2007-08-23 13:16:21,"CORP"
459,"JR- SUM","",30,8,2007,"",2007-08-23 13:17:09,"CORP"
460,"JR- SUM","",31,8,2007,"",2007-08-23 13:17:16,"CORP"
461,"DV- ASB","",3,9,2007,"",2007-08-23 13:17:32,"CORP"
462,"DV- ASB","",4,9,2007,"",2007-08-23 13:17:40,"CORP"
463,"DV- WIN","",5,9,2007,"",2007-09-04 12:31:16,"CORP"
465,"DV- LDG","",7,9,2007,"",2007-09-04 12:31:52,"CORP"
466,"BC- LPA","",25,10,2007,"",2007-09-26 14:41:04,"CORP"
467,"BC- LPA","",26,10,2007,"",2007-09-26 14:41:14,"CORP"
567,"BC- CTR","",8,10,2007,"",2007-10-07 15:41:10,"CORP"
576,"BC- SUM","",12,10,2007,"",2007-10-07 15:43:10,"CORP"
583,"BC- OFF","",24,12,2007,"",2007-10-07 15:45:00,"CORP"
473,"JR-52ND","",5,9,2007,"",2007-09-04 12:31:28,"CORP"
475,"BC-ASB","",7,9,2007,"",2007-09-04 12:32:13,"CORP"
476,"BC-ASB","",10,9,2007,"",2007-09-04 12:32:22,"CORP"
477,"BC-ASB","",11,9,2007,"",2007-09-04 12:33:12,"CORP"
480,"BC- ASB","",14,9,2007,"",2007-09-04 12:33:35,"CORP"
483,"JR-PIN","",10,9,2007,"",2007-09-04 12:34:06,"CORP"
484,"JR-PIN","",11,9,2007,"",2007-09-04 12:34:12,"CORP"
486,"JR-PIN/SUM","",13,9,2007,"",2007-09-04 12:34:31,"CORP"
487,"JR-PIN/SUM","",14,9,2007,"",2007-09-04 12:34:41,"CORP"
490,"DV-LDG","",12,9,2007,"",2007-09-04 12:35:12,"CORP"
491,"DV-PIN/SUM","",13,9,2007,"",2007-09-04 12:35:34,"CORP"
492,"DV-PIN/SUM","",14,9,2007,"",2007-09-04 12:35:43,"CORP"
