"ID","propertyCode","apartmentGuide","rent","forRent","apartments","rentals","apartmenthomeliving","apartmentsearch","amcapartments","move","mynewplace"
77,"408SIH","http://www.apartmentguide.com/apartments/California/Lancaster/Sienna-Heights/23092/","http://www.rent.com/rentals/california/los-angeles-and-vicinity/lancaster/sienna-heights/563452/?sp=1&amp;searchrank=1","","http://www.apartments.com/siennaheights","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.118&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194970","","http://www.siennaheightsapts.com","",""
78,"58SOM","http://www.apartmentguide.com/apartments/California/Vacaville/Sommerset-Apartments/20913/","","","http://www.apartments.com/sommerset","","","","http://www.sommersetamc.com","",""
86,"133ASP","","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/arvada/aspen-pointe/8150/?sp=1&amp;searchrank=1","","http://www.apartments.com/aspenpoint","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.129&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=196442","","http://www.aspenpointeapts.com                 ","",""
87,"107BCA","http://www.apartmentguide.com/apartments/Colorado/Henderson/Belle-Creek/40651/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/henderson/belle-creek/1337757/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/999906324.php","http://www.apartments.com/bellecreek","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.51&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189556","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=186196&amp;complex=Belle%20Creek","http://www.bellecreekapts.com/","",""
88,"106CTR","http://www.apartmentguide.com/apartments/Colorado/Aurora/Center-Pointe-East/10885/","","","http://www.apartments.com/centerpointeeast","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.44&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189551","","http://www.centerpointeeastapts.com","","http://www.mynewplace.com/apartment/centerpointe-east-apartments-aurora-co-50f006728831"
89,"134GLN","http://www.apartmentguide.com/apartments/Colorado/Northglenn/Gleneagles/15810/","http://www.rent.com/search/results/?old_mode=results&amp;old_state_nb=2&amp;old_submarkets=&amp;old_minimumrent_at=100&amp;old_maximumrent_at=99999999&amp;old_bedroom_nb=0&amp;old_bathroom_nb=1&amp;old_dogscats=0%7C0&amp;old_freeform_submarket_nm=Colorado+Springs&amp;old_topsubmarket_nb=220&amp;old_propertykeywords_nm=citadel+village&amp;combined_location_field=northglenn%2C+CO&amp;minimumrent_at=100&amp;maximumrent_at=99999999&amp;bedroom_nb=0&amp;bathroom_nb=1&amp;combined_location=1&amp;dogscats=0%7C0&amp;propertykeywords_nm=gleneagles&amp;moresearchoptions=1&amp;supdateprofile=1&amp;toggleSearchBtn.x=51&amp;toggleSearchBtn.y=2","http://www.forrent.com/apartment-community-profile/1002680.php","http://www.apartments.com/gleneaglesco","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.121&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=195369","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126084&amp;complex=Gleneagles%20Apartments","http://www.gleneaglesamc.com","",""
90,"01WIL","http://www.apartmentguide.com/apartments/Utah/West-Jordan/Willow-Cove/2456/","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/west-jordan/willow-cove-apartments/431639/?sp=1&amp;searchrank=2","http://www.forrent.com/apartment-community-profile/1008239.php","http://www.apartments.com/willowcoveapartments","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com24562863CAFF-19f5-45c4-B141-60425f1f72cd24912cf3-3fe0-4be0-8d02-9339faa0fe89","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=192387&amp;complex=Willow%20Cove%20Apartments","http://www.willowcoveapts.net/","",""
107,"12PSA","","http://www.rent.com/rentals/utah/salt-lake-city-and-vicinity/pleasant-grove/pleasant-springs-apartments/480814/","http://www.forrent.com/apartment-community-profile/999909806.php","http://www.apartments.com/pleasantspringsut","","","","http://www.pleasantspringsapts.com","",""
113,"49VMV","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Villas-at-Mountain-Vista/63430/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/green-valley/villas-at-mountain-vista/448609/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1014297.php","http://www.apartments.com/villasatmountainvista","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.42&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189550","","http://www.villasatmountainvista.com","",""
114,"45PPA","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/The-Palms-At-Peccole-Ranch/1214/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/palms-at-peccole-ranch/438950/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1010378.php","http://www.apartments.com/palmsatpeccoleranch","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.16&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=200232","","http://www.palmsatpeccoleranch.com","",""
115,"169WIS","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Willows-at-Spring-Valley/14607/","","","http://www.apartments.com/thewillowsatspringvalley","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.142&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=200055","","http://www.willowsatspringvalley.com","",""
116,"159BEA","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Bella-Estates/21204/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/east-las-vegas/bella-estates/28820/?sp=1&amp;searchrank=1","","","","","","http://www.bellaestatesapartments.com","",""
117,"161PSQ","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Paradise-Square/825/","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/southeast-las-vegas/paradise-square/444309/?sp=1&amp;searchrank=1","","http://www.apartments.com/paradisesquare","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.137&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=200428","","http://www.paradisesquareapts.com/","",""
118,"165BER","http://www.apartmentguide.com/apartments/Nevada/Henderson/Elysian-at-St-Rose/82620/","","","","","","","","",""
119,"155EBA","http://www.apartmentguide.com/apartments/Nevada/Las-Vegas/Emerald-Bay/951/","","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=42355","","http://www.emeraldbayvegas.com","","http://www.mynewplace.com/apartment/emerald-bay-apartments-las-vegas-nv-7b08a8131620"
120,"205SEN","http://www.apartmentguide.com/apartments/Arizona/Mesa/Sendero-Ridge-on-Broadway/4741/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/sendero-ridge/355866/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1006290.php","","","","","http://www.senderoridgeapts.net","",""
121,"92WAT","http://www.apartmentguide.com/apartments/Arizona/Mesa/Waterford-Place/10066/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/waterford-place/504550/?sp=1&amp;searchrank=10","http://www.forrent.com/apartment-community-profile/1006254.php","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com100669E5A2255-3f61-4c89-A1ca-02389d52c1a4fc303b53-7616-4e03-9d8d-53122283a741","","","http://www.waterfordplaceamc.com","http://www.move.com/apartments/listing/C23974",""
122,"202PEN","","","http://www.forrent.com/apartment-community-profile/1006243.php","","","","","","",""
123,"87ALL","http://www.apartmentguide.com/apartments/Arizona/Phoenix/Allegro-Apartment-Homes/1144/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/phoenix/las-vistas/671977/?sp=1&amp;searchrank=9","http://www.forrent.com/apartment-community-profile/1000009817.php","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com11449E5A2255-3f61-4c89-A1ca-02389d52c1a4fa456e47-Ce55-435e-896d-5443ba17d7a0","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=109823.20&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=187945&amp;ahls=l_s_2491389_49","","http://www.allegroatfoothillsgateway.com","","http://www.mynewplace.com/apartment/allegro-phoenix-az-0qv309758742"
124,"204FGA","http://www.apartmentguide.com/apartments/Arizona/Mesa/Falcon-Glen/978/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/mesa/falcon-glen/444434/?sp=1&amp;searchrank=3","http://www.forrent.com/apartment-community-profile/1005937.php","","","","","http://www.falconglenapartments.com","",""
125,"89VLP","http://www.apartmentguide.com/apartments/Arizona/Mesa/The-Village-At-Lindsay-Park/10716/","","http://www.forrent.com/apartment-community-profile/1006542.php","","http://www.rentals.com/Home-Rentals/Display.aspx?EndecaId=ApartmentGuide.com107169E5A2255-3f61-4c89-A1ca-02389d52c1a4fc303b53-7616-4e03-9d8d-53122283a741","","","http://www.villageatlindsaypark.com","http://www.move.com/apartments/listing/C29681",""
126,"156CRO","","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/henderson/crossing-at-green-valley/28464/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1014274.php","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=42293","","http://www.crossingatgreenvalley.com","","http://www.mynewplace.com/apartment/crossing-at-green-valley-the-henderson-nv-20d603855507"
127,"168TSP","","","http://www.forrent.com/apartment-community-profile/1010179.php","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=42341","","http://www.tropicanasprings.com/","",""
128,"163TRI","","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/tierra-ridge/935755/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1045274.php","http://www.apartments.com/tierraridgeatsunrisemountain","","","","http://www.tierraridgeapts.com","",""
129,"167SMR","","","http://www.forrent.com/apartment-community-profile/1010002.php","","","","","","",""
130,"170RFL","","http://www.rent.com/rentals/nevada/las-vegas-and-vicinity/las-vegas/summerlin/reflections-at-the-lakes/25799/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1014255.php","http://www.apartments.com/reflectionsatthelakes","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.143&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=200380","","http://www.reflectionsatthelakes.com","",""
131,"166ENT","","","http://www.forrent.com/apartment-community-profile/1014497.php","http://www.apartments.com/entratadiparadiso","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.134&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=197337","","http://www.entratadiparadiso.com","",""
132,"403PLZ","","http://www.rent.com/rentals/california/los-angeles-and-vicinity/sherman-oaks/the-plaza-at-sherman-oaks/433079/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/999903854.php","","","","","http://www.plazaatshermanoaksapts.com","",""
61,"97CRY","http://www.apartmentguide.com/apartments/Nevada/Henderson/Crystal-Creek/9760/","http://www.rent.com/rentals/arizona/phoenix-scottsdale-and-vicinity/phoenix/north-central-phoenix/crystal-creek/23776/?sp=1&amp;searchrank=9","http://www.forrent.com/apartment-community-profile/1013510.php","http://www.apartments.com/crystalcreekaz","","http://www.apartmenthomeliving.com/apartment-finder/Crystal-Creek-Phoenix-AZ-85022-16019","","http://www.crystalcreekazapts.com/","",""
133,"50LOP","","","http://www.forrent.com/apartment-community-profile/1015368.php","","","","","","",""
134,"05CSP","","","http://www.forrent.com/apartment-community-profile/999905573.php","http://www.apartments.com/countrysprings","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=192873&amp;complex=Country%20Springs%20Apartments","http://www.countryspringsapts.com","",""
135,"13VPA","","","http://www.forrent.com/apartment-community-profile/1015406.php","http://www.apartments.com/villageparkut","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=192889&amp;complex=Village%20Park%20Apartments","http://www.villageparkapartments.com","",""
142,"07LVA","","","","","","","","","",""
143,"101HRA","http://www.apartmentguide.com/apartments/Colorado/Aurora/Hickory-Ridge/13530/","http://www.rent.com/search/results/?old_mode=results&amp;old_state_nb=2&amp;old_submarkets=&amp;old_minimumrent_at=100&amp;old_maximumrent_at=99999999&amp;old_bedroom_nb=0&amp;old_bathroom_nb=1&amp;old_dogscats=0%7C0&amp;old_freeform_submarket_nm=Colorado+Springs&amp;old_topsubmarket_nb=220&amp;old_propertykeywords_nm=citadel+village&amp;combined_location_field=aurora%2C+CO&amp;minimumrent_at=100&amp;maximumrent_at=99999999&amp;bedroom_nb=0&amp;bathroom_nb=1&amp;combined_location=1&amp;dogscats=0%7C0&amp;propertykeywords_nm=hickory+ridge&amp;moresearchoptions=1&amp;supdateprofile=1&amp;toggleSearchBtn.x=39&amp;toggleSearchBtn.y=0","http://www.forrent.com/apartment-community-profile/1002369.php","http://www.apartments.com/hickoryridgeco","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.38&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189545","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126285&amp;complex=Hickory%20Ridge%20Apartments","http://www.hickoryridgeapts.com","","http://www.mynewplace.com/apartment/hickory-ridge-aurora-co-500803811012"
144,"102LMO","http://www.apartmentguide.com/apartments/Colorado/Denver/The-Lakes-at-Monaco-Pointe/44517/","","http://www.forrent.com/apartment-community-profile/1002478.php","","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126570&amp;complex=The%20Lakes%20at%20Monaco%20Pointe","http://www.lakesatmonacoapts.com","","http://www.mynewplace.com/apartment/hickory-ridge-aurora-co-500803811012"
145,"108STC","","http://www.rent.com/rentals/colorado/fort-collins-and-vicinity/fort-collins/stone-creek-apartments/538367/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1015268.php","http://www.apartments.com/stonecreekapartmentsco","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.52&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189557","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=127477&amp;complex=Stone%20Creek","http://www.stonecreekamc.com/","",""
146,"109WIN","http://www.apartmentguide.com/apartments/Colorado/Denver/Windsor-Court/78620/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/denver/cherry-creek/windsor-court/428094/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002398.php","http://www.apartments.com/windsorcourt","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.62&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189566","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126361&amp;complex=Windsor%20Court","http://www.windsorcourtapts.com","","http://www.mynewplace.com/apartment/windsor-court-denver-co-500502123883"
147,"110RP1","","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/denver/berkeley/regis-place/14918/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002659.php","http://www.apartments.com/regisplaceapartments","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.57&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189561","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=127171&amp;complex=Regis%20Place%20Apartments","http://www.regisplaceapts.com","","http://www.mynewplace.com/apartment/regis-place-apartments-denver-co-60d8m5932328"
148,"113RFA","http://www.apartmentguide.com/apartments/Colorado/Aurora/Promenade-at-Towne-Center/1407/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/aurora/the-promenade-at-towne-center/443645/?sp=1&amp;searchrank=1","","","","","","http://www.promenadeapartmenthomes.com","","http://www.mynewplace.com/apartment/riverfalls-aurora-co-700510573324"
149,"114SUM","http://www.apartmentguide.com/apartments/Colorado/Westminster/Park-Place-at-92nd/79196/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/westminster/the-summit-at-westminster/678907/?sp=1&amp;searchrank=1","","http://www.apartments.com/parkplaceat92ndapts","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.65&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189568","","http://www.ParkPlaceat92nd.com/","",""
150,"115LPA","http://www.apartmentguide.com/apartments/Colorado/Aurora/Lexington-Park/78715/","","http://www.forrent.com/apartment-community-profile/1002484.php","http://www.apartments.com/lexingtonparkco","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.78&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189577","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=125158&amp;complex=Lexington%20Park","http://www.lexingtonparkamc.com/","",""
151,"116BLF","","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/castle-rock/bluffs-at-castle-rock/454504/?sp=1&amp;searchrank=1","","http://www.apartments.com/bluffsatcastlerock","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.80&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189580","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=125258&amp;complex=Bluffs%20at%20Castle%20Rock%20Apartments","http://www.thebluffsatcastlerockapts.com/","",""
152,"117VIS","","","http://www.forrent.com/apartment-community-profile/1002474.php","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=25561","","http://www.vistaattrappersglen.com/","",""
153,"118LDG","","","http://www.forrent.com/apartment-community-profile/1014721.php","","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.68&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189571","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126653&amp;complex=Lodge%20at%20Aspen%20Grove%20Apts","http://www.thelodgeataspengrove.com","",""
154,"119PIN","","","","","","","","","",""
155,"120RGA","","http://www.rent.com/rentals/colorado/fort-collins-and-vicinity/fort-collins/river-glenn-apartments/484743/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002397.php","http://www.apartments.com/riverglennapartments","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.70&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189573","","http://www.riverglennapts.com","",""
156,"121LOW","http://www.apartmentguide.com/apartments/Colorado/Aurora/Fairways-at-Lowry/1443/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/aurora/the-fairways-at-lowry/673661/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002535.php","http://www.apartments.com/fairwaysatlowry","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.79&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=189578","","http://www.lowryvillage.com","",""
157,"122SVS","http://www.apartmentguide.com/apartments/Colorado/Thornton/Sierra-Vista/65721/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/thornton/sierra-vista-apartment-homes/503708/?sp=1&amp;searchrank=1","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=25388","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=125975&amp;complex=Sierra%20Vista","http://www.sierravistaamc.com","",""
158,"123VNH","http://www.apartmentguide.com/apartments/Colorado/Northglenn/The-Village-At-North-Hills/1430/","","http://www.forrent.com/apartment-community-profile/1011909.php","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=25045","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=127792&amp;complex=Village%20at%20North%20Hills%20Apartments","http://www.villageatnorthhillsapts.com","",""
159,"124MCR","http://www.apartmentguide.com/apartments/Colorado/Thornton/Villages-at-Coronado/1435/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/thornton/mountain-crest-apartments/444810/?sp=1&amp;searchrank=1","","http://www.apartments.com/villagesatcoronado","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=25052","","http://www.mountaincrestapts.com","",""
160,"125LHA","http://www.apartmentguide.com/apartments/Colorado/Denver/Lowry-Heights/62796/","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/denver/lowry-field/lowry-heights/503637/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002576.php","http://www.apartments.com/lowryheights","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=184272&amp;complex=Lowry%20Heights%20Apartment%20Homes","http://www.lowryheightsapts.com","",""
161,"126SKY","","","http://www.forrent.com/apartment-community-profile/1014923.php","","","","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126955&amp;complex=Skyline%20View%20Apartment%20Homes","http://www.skylineviewamc.com","",""
162,"127SBK","","","","","","http://www.apartmenthomeliving.com/apartment_finder/directory.aspx?property_id=45216","","http://www.sagebrookapts.com","",""
163,"128SST","","http://www.rent.com/rentals/colorado/denver-boulder-and-vicinity/aurora/sommerset-gardens-apartments/503537/?sp=1&amp;searchrank=1","http://www.forrent.com/apartment-community-profile/1002298.php","http://www.apartments.com/sommersetgardens","","http://www.apartments.com/partner/summary.aspx?page=summary&amp;property=126599.104&amp;p=AptHL&amp;partner=AptHL&amp;ahlp=194316","http://my.apartmentsearch.com/db/app.pl?db=myss2&amp;action=search&amp;format=detail&amp;aptid=126022&amp;complex=Sommerset%20Gardens","http://www.sommersetgardensapts.com","",""
